Text,Market_change
FAKE NEWS media knowingly doesn't tell the truth. A great danger to our country. The failing @nytimes has become a joke. Likewise @CNN. Sad!,NC
Maybe the millions of people who voted to MAKE AMERICA GREAT AGAIN should have their own rally. It would be the biggest of them all!,NC
"The race for DNC Chairman was, of course, totally ""rigged."" Bernie's guy, like Bernie himself, never had a chance. Clinton demanded Perez!",NC
"Big dinner with Governors tonight at White House. Much to be discussed, including healthcare.",NC
"Congratulations to Thomas Perez, who has just been named Chairman of the DNC. I could not be happier for him, or for the Republican Party!",NC
For first time the failing @nytimes will take an ad (a bad one) to help save its failing reputation. Try reporting accurately and fairly!,NC
"Russia talk is FAKE NEWS put out by the Dems, and played up by the media, in order to mask the big election defeat and the illegal leaks!",NC
Great meeting with CEOs of leading U.S. health insurance companies who provide great healthcare to the American people. ,Up
"GOP now viewed more favorably than Dems, in Trump era (per NBC/WSJ poll) via @HotlineJosh:",Up
"Since November 8th, Election Day, the Stock Market has posted $3.2 trillion in GAINS and consumer confidence is at a 15 year high. Jobs!",Down
"Jeff Sessions is an honest man. He did not say anything wrong. He could have stated his response more accurately, but it was clearly not intentional. This whole narrative is a way of saving face for Democrats losing an election that everyone thought they were supposed to win. The Democrats are overplaying their hand. They lost the election, and now they have lost their grip on reality. The real story is all of the illegal leaks of classified and other information. It is a total ""witch hunt!""",Up
"Nick Adams new book, Green Card Warrior, is a must read. The merit-based system is the way to go. Canada, Australia! @foxandfriends",Up
It is so pathetic that the Dems have still not approved my full Cabinet.,Up
We should start an immediate investigation into @SenSchumer and his ties to Russia and Putin. A total hypocrite! ,Up
We must fix our education system for our kids to Make America Great Again. Wonderful day at Saint Andrew in Orlando. ,Up
"I hereby demand a second investigation, after Schumer, of Pelosi for her close ties to Russia, and lying about it. ",Up
"Arnold Schwarzenegger isn't voluntarily leaving the Apprentice, he was fired by his bad (pathetic) ratings, not by me. Sad end to great show",NC
How low has President Obama gone to tapp my phones during the very sacred election process. This is Nixon/Watergate. Bad (or sick) guy!,NC
"Is it legal for a sitting President to be ""wire tapping"" a race for president prior to an election? Turned down by court earlier. A NEW LOW!",NC
"Just out: The same Russian Ambassador that met Jeff Sessions visited the Obama White House 22 times, and 4 times last year alone.",NC
"The first meeting Jeff Sessions had with the Russian Amb was set up by the Obama Administration under education program for 100 Ambs Terrible! Just found out that Obama had my ""wires tapped"" in Trump Tower just before the victory. Nothing found. This is McCarthyism!",NC
"I'd bet a good lawyer could make a great case out of the fact that President Obama was tapping my phones in October, just prior to Election!",NC
Is it true the DNC would not allow the FBI access to check server or other equipment after learning it was hacked? Can that be possible?,NC
"Who was it that secretly said to Russian President, ""Tell Vladimir that after the election I'll have more flexibility?"" @foxandfriends",NC
Thank you for the great rallies all across the country. Tremendous support. Make America Great Again!,NC
'President Trump Congratulates Exxon Mobil for Job-Creating Investment Program',Down
"45,000 construction and manufacturing jobs in the U.S. Gulf Coast region. $20 billion investment. We are already winning again, America!",Down
"For eight years Russia ""ran over"" President Obama, got stronger and stronger, picked-off Crimea and added missiles. Weak! @foxandfriends",Down
"Don't let the FAKE NEWS tell you that there is big infighting in the Trump Admin. We are getting along great, and getting major things done!",Down
Our wonderful new Healthcare Bill is now out for review and negotiation. ObamaCare is a complete and total disaster - is imploding fast!,Down
I am working on a new system where there will be competition in the Drug Industry. Pricing for the American people will come way down!,Down
"Thank you to @exxonmobil for your $20 billion investment that is creating more than 45,000 manufacturing and construction jobs in the USA!",Down
"122 vicious prisoners, released by the Obama Administration from Gitmo, have returned to the battlefield. Just another terrible decision!",Down
There is an incredible spirit of optimism sweeping the country right now-we're bringing back the JOBS! ,Down
"Don't worry, getting rid of state lines, which will promote competition, will be in phase 2 and 3 of healthcare rollout. @foxandfriends",Down
"Buy American and hire American are the principles at the core of my agenda, which is: JOBS, JOBS, JOBS! Thank you @exxonmobil.",Down
I feel sure that my friend @RandPaul will come along with the new and great health care program because he knows Obamacare is a disaster!,NC
I have tremendous respect for women and the many roles they serve that are vital to the fabric of our society and our economy.,NC
"On International Women's Day, join me in honoring the critical role of women here in America and around the world.",NC
LinkedIn Workforce Report: January and February were the strongest consecutive months for hiring since August and September 2015,NC
Met with @RepCummings today at the @WhiteHouse. Great discussion!,Up
"Great news. We are only just beginning. Together, we are going to #MAGA! ",Up
"Despite what you hear in the press, healthcare is coming along great. We are talking to many groups and it will end in a beautiful picture!",Up
'U.S. Consumer Comfort Just Reached Its Highest Level in a D`ecade' ,Up
Honored to meet this years @SenateYouth delegates w/ @VP Pence in the East Room of the @WhiteHouse. Congratulations! ,Up
We are making great progress with healthcare. ObamaCare is imploding and will only get worse. Republicans coming together to get job done!,NC
Healthcare listening session w/ @VP and @SecPriceMD. Watch: #ReadTheBill: #RepealAndReplace ,Down
Proud to welcome our great Cabinet this afternoon for our first meeting. Unfortunately 4 seats were empty because Senate Dems are delaying! ,Down
"It is amazing how rude much of the media is to my very hard working representatives. Be nice, you will do much better!",Down
"ObamaCare is imploding. It is a disaster and 2017 will be the worst year yet, by far! Republicans will come together and save the day.",Down
"Meeting w/ Washington, D.C. @MayorBowser and Metro GM Paul Wiedefeld about incoming winter storm preparations here in D.C. Everyone be safe! ",Down
"Does anybody really believe that a reporter, who nobody ever heard of, ""went to his mailbox"" and found my tax returns? @NBCNews FAKE NEWS!",Up
